date,market_kospi_ma5_ratio,market_kospi_ma20_ratio,market_kospi_ma60_ratio,market_kospi_ma120_ratio,bond_k3y_ma5_ratio,bond_k3y_ma20_ratio,bond_k3y_ma60_ratio,bond_k3y_ma120_ratio
20150202,-0.0003624261947825502,0.015662942017984127,0.006127092683049895,-0.01078434177481058,0.0007242324511143039,0.0022241553833053374,0.0036678254246884645,0.006809831983152215
20150203,-0.0006860385309476191,0.013456329325354677,0.005622378780325121,-0.01069486208057191,0.0017863686331989204,0.0036942704389526515,0.005437634992717433,0.008470007611978803
20150204,0.004733976736791989,0.01699466193384036,0.011002916238969984,-0.0048203739520483735,0.00039378371200671225,0.002374261627573482,0.004364135631451216,0.007285623888455328
20150205,-0.0005455943304670807,0.010577502494469204,0.005924332795171461,-0.009537779870498864,0.0005401149804094008,0.0025454628843992744,0.0048359367099082284,0.007671205722691088
20150206,0.0001851572697979531,0.0111580529473978,0.007369540990958878,-0.007826856072312482,-0.00023797320055651827,0.0017218096655196025,0.0041898703047826835,0.006953166952060608
20150207,0.0001851572697979531,0.0111580529473978,0.007369540990958878,-0.007826856072312482,-0.00023797320055651827,0.0017218096655196025,0.0041898703047826835,0.006953166952060608
20150208,0.0001851572697979531,0.0111580529473978,0.007369540990958878,-0.007826856072312482,-0.00023797320055651827,0.0017218096655196025,0.0041898703047826835,0.006953166952060608
20150209,-0.0035936120887281042,0.006074943078237638,0.003155106473337721,-0.011754930476308378,-0.0006589665208398543,0.0012264313141154837,0.0037575409365124823,0.0064638038506297235
20150210,-0.007659422425547402,-0.00016502552694286354,-0.0023734044498424645,-0.016883270034834807,-0.0016759316073374775,-0.0004722106334499321,0.0020590884856506175,0.0047023899815474834
20150211,-0.0008647668958134958,0.0040863487068778515,0.002692703884602965,-0.011394410449827252,-0.001108556037049624,-0.00029111948047777503,0.002208388198336797,0.004782925233386415
20150212,-0.0018055171904123313,0.001275815420350268,0.0006124952248891535,-0.01299636941460136,-0.0011734184061678032,-0.0010154425197644867,0.0015036419080243224,0.003989974383074468
20150213,0.006148433898901962,0.007657424526469336,0.008873451185257064,-0.004449800232921963,-0.0004860913668338629,-0.0007587375157879217,0.001723464393225571,0.0041089258861561895
20150214,0.006148433898901962,0.007657424526469336,0.008873451185257064,-0.004449800232921963,-0.0004860913668338629,-0.0007587375157879217,0.001723464393225571,0.0041089258861561895
20150215,0.006148433898901962,0.007657424526469336,0.008873451185257064,-0.004449800232921963,-0.0004860913668338629,-0.0007587375157879217,0.001723464393225571,0.0041089258861561895
20150216,0.00536301570274067,0.006592448203587731,0.009324583034592715,-0.0035948056165926445,-0.0009452316276338246,-0.0018040238672127895,0.0006725382266745683,0.0029465460614706007
20150217,0.0043770623058021485,0.007130945156394342,0.01095462927017854,-0.0016060303147428234,0.0005322468156958582,-0.0003369496203012856,0.0021838225550341317,0.0043486771654146494
20150218,0.0043770623058021485,0.007130945156394342,0.01095462927017854,-0.0016060303147428234,0.0005322468156958582,-0.0003369496203012856,0.0021838225550341317,0.0043486771654146494
20150219,0.0043770623058021485,0.007130945156394342,0.01095462927017854,-0.0016060303147428234,0.0005322468156958582,-0.0003369496203012856,0.0021838225550341317,0.0043486771654146494
20150220,0.0043770623058021485,0.007130945156394342,0.01095462927017854,-0.0016060303147428234,0.0005322468156958582,-0.0003369496203012856,0.0021838225550341317,0.0043486771654146494
20150221,0.0043770623058021485,0.007130945156394342,0.01095462927017854,-0.0016060303147428234,0.0005322468156958582,-0.0003369496203012856,0.0021838225550341317,0.0043486771654146494
20150222,0.0043770623058021485,0.007130945156394342,0.01095462927017854,-0.0016060303147428234,0.0005322468156958582,-0.0003369496203012856,0.0021838225550341317,0.0043486771654146494
20150223,0.005594053697018486,0.009472193514349803,0.014500682682875299,0.0023019679945761595,0.00045884188308709106,-0.00047216733977251124,0.002096509927591139,0.004139396260650852
20150224,0.005997952952203622,0.012001422445450327,0.01850585776569913,0.00660014554687649,0.00022939988988812665,-0.0006921493759196595,0.0019862623873294627,0.0038941324005015154
20150225,0.009913070798740486,0.01793285323124727,0.0258115244791155,0.014243772749003236,0.0007339449541283738,-6.875214850465827e-05,0.002701017439410869,0.004477312430767322
20150226,0.007673776905016139,0.01777379634341547,0.027048632982131116,0.015926781350283692,0.00030263568166399857,-0.00012146129395240735,0.0026865472696728787,0.0043291504828668614
20150227,0.0015271810184362966,0.01319224159710597,0.023264638528118553,0.012602956786644137,0.0010268352387849955,0.0007836882845475568,0.003713114948754148,0.0052313120707625504
20150228,0.0015271810184362966,0.01319224159710597,0.023264638528118553,0.012602956786644137,0.0010268352387849955,0.0007836882845475568,0.003713114948754148,0.0052313120707625504
20150301,0.0015271810184362966,0.01319224159710597,0.023264638528118553,0.012602956786644137,0.0010268352387849955,0.0007836882845475568,0.003713114948754148,0.0052313120707625504
20150302,0.004201276120647579,0.01789491814101485,0.028796362902763883,0.018527655087365202,0.0010172846747438236,0.0010723320013197313,0.004100825297794319,0.0054915781354103466
20150303,0.003948816377693287,0.018916638750817283,0.030830811029547878,0.02114724050968153,0.0009435085694395884,0.0014067533324473303,0.004531438530634091,0.00579202555210645
20150304,0.001612983162247339,0.01607537547510396,0.02895257743192503,0.019801741068950163,0.0004487138396167545,0.001168411647460399,0.004360656641957172,0.005500725555824815
20150305,0.0011261648015361558,0.014941901999379281,0.02874755085564895,0.02007679708404364,0.0002746246796045959,0.001301224250421562,0.0045383646565275715,0.005568726784989098
20150306,0.005685531078310158,0.02075596252104428,0.036008829955356036,0.027698321289684413,-0.00215211319199593,-0.001358742349913955,0.0016946192009854588,0.0025844429645527356
20150307,0.005685531078310158,0.02075596252104428,0.036008829955356036,0.027698321289684413,-0.00215211319199593,-0.001358742349913955,0.0016946192009854588,0.0025844429645527356
20150308,0.005685531078310158,0.02075596252104428,0.036008829955356036,0.027698321289684413,-0.00215211319199593,-0.001358742349913955,0.0016946192009854588,0.0025844429645527356
20150309,-0.0039695081504042,0.009784318058876362,0.025599037772395805,0.01767115880800696,-0.001447575768681042,-0.0009693319858931071,0.001972719019692759,0.002732851062492214
20150310,-0.006343104556366885,0.00489240579301331,0.02140517625163474,0.013773389408831438,-0.0007516247009542454,-0.0006119263763186833,0.0020451777466277132,0.0028390699257518914
20150311,-0.0065789166776629715,0.0022553767667186086,0.019291159380322442,0.0120237944211401,0.000669251996296305,0.0006623715652367412,0.003129322347772856,0.00396511799924415
20150312,-0.008951966317460536,-0.003520526368904764,0.01380426034026927,0.007071777051183226,0.000596084185428003,0.0003323439415992002,0.002590477182283779,0.0034848973729530996
20150313,0.0014271864948580681,0.0028997000087651603,0.02101837789840033,0.015086761662189474,0.00039421692932517516,0.0003735815931993347,0.0025349716605327366,0.0034784248000423457
20150314,0.0014271864948580681,0.0028997000087651603,0.02101837789840033,0.015086761662189474,0.00039421692932517516,0.0003735815931993347,0.0025349716605327366,0.0034784248000423457
20150315,0.0014271864948580681,0.0028997000087651603,0.02101837789840033,0.015086761662189474,0.00039421692932517516,0.0003735815931993347,0.0025349716605327366,0.0034784248000423457
20150316,0.0027590058162607622,0.002623421974401685,0.021235881628736575,0.016199801998774355,0.0009621993127146844,0.0012902279555502272,0.003397324702485216,0.004379544145812764
20150317,0.019599296865578708,0.02182989159413129,0.04213886440530468,0.038051534374499596,0.000751101462815873,0.0013817060288667804,0.0034671993754449293,0.004498968730941355
20150318,0.014015079910766115,0.019274721605841538,0.0402826723634655,0.03741703957310505,0.000924874546719856,0.001690791372840117,0.0037558771672054903,0.004844344734097339
20150319,0.01192528213614441,0.021972860785830717,0.04389505920121839,0.04225113326521135,0.0015191865945509697,0.0026202713721610316,0.004755915054582838,0.0059215336469575774
20150320,0.0064599513902807715,0.019709046744158076,0.04231858797120425,0.04188169821095489,0.001344393331077498,0.00291283479280402,0.005050188253761023,0.00630799819859007
20150321,0.0064599513902807715,0.019709046744158076,0.04231858797120425,0.04188169821095489,0.001344393331077498,0.00291283479280402,0.005050188253761023,0.00630799819859007
20150322,0.0064599513902807715,0.019709046744158076,0.04231858797120425,0.04188169821095489,0.001344393331077498,0.00291283479280402,0.005050188253761023,0.00630799819859007
20150323,0.0012654642935441274,0.01764674553575918,0.04103961978493831,0.04154504715101415,0.0013070461670643407,0.0032189086846430293,0.005377154092824243,0.006738778243690513
20150324,0.0024858772641562776,0.018375071906828744,0.04261031376599944,0.04395733065129481,0.0005846831291509424,0.002751214242225908,0.004933295000642213,0.0063930423116946855
20150325,0.0017801536412898056,0.01776474062746325,0.04242483405238184,0.04464405138873606,0.000803491535947165,0.0032860111120265323,0.005501776209117848,0.00705648518666413
20150326,-0.0066567760877408455,0.006936356360454754,0.03142522744084886,0.03430649383285411,0.0008487957140379532,0.0034750103518248476,0.005732104370156366,0.007392459484629299
20150327,-0.006310052317683557,0.004711941897633576,0.02939094358905825,0.03289634289585863,0.0006477865771321589,0.0033873184834145587,0.005659076911791461,0.007414959893999873
20150328,-0.006310052317683557,0.004711941897633576,0.02939094358905825,0.03289634289585863,0.0006477865771321589,0.0033873184834145587,0.005659076911791461,0.007414959893999873
20150329,-0.006310052317683557,0.004711941897633576,0.02939094358905825,0.03289634289585863,0.0006477865771321589,0.0033873184834145587,0.005659076911791461,0.007414959893999873
20150330,-0.0006281646732518853,0.008971737710551153,0.03371255928048056,0.037962626833579316,0.00023717434138514903,0.002963613413094812,0.0052232186853256035,0.007092046590444712
20150331,0.004815749822836279,0.013435406893914204,0.03820349434083159,0.04329345848360511,0.001431332506746319,0.00448311573114113,0.006797836913018385,0.008774178736105087
20150401,3.6445797191753115e-05,0.006435417920081621,0.030912878861202087,0.03659782390251798,0.0009659722601929044,0.004166504775596103,0.006536746288716477,0.008617493554001543
20150402,-0.0002995828105478715,0.00597712804941386,0.03023908066678782,0.03666672900210188,0.0004919556146711912,0.0037313177058222458,0.006115297405006714,0.008323890307361914
20150403,0.005218218766246396,0.013267382983255471,0.03711038683715806,0.04466354008362172,0.0006283809627889436,0.00381426581093125,0.006432465977086688,0.008710407542721121
20150404,0.005218218766246396,0.013267382983255471,0.03711038683715806,0.04466354008362172,0.0006283809627889436,0.00381426581093125,0.006432465977086688,0.008710407542721121
20150405,0.005218218766246396,0.013267382983255471,0.03711038683715806,0.04466354008362172,0.0006283809627889436,0.00381426581093125,0.006432465977086688,0.008710407542721121
20150406,0.004097017196636132,0.012423350292776414,0.036198682571490615,0.0447102456967674,0.0004733383094539523,0.0037122101120055095,0.006561745891467963,0.008917875682150855
20150407,0.0038003728744977483,0.01116289826470318,0.035258556183553,0.04448412193176332,0.0002821542018220935,0.0032154927873917494,0.00626588981434284,0.008713038044344978
20150408,0.006755504703585213,0.01523748607603248,0.040263841256845234,0.05014386569464735,-0.0007373288668802713,0.0017886638863284787,0.004961870497010912,0.007459390545575317
20150409,0.003640469406475333,0.01284116692801196,0.03886055169398972,0.04935211158374142,0.0004004514179620777,0.0027413005897674037,0.0061342580232770505,0.008677498723897337
20150410,0.0135396725158905,0.02448370329558225,0.05192839459319387,0.06331361169403893,0.0003913110741033954,0.002462155754149098,0.006068472997697416,0.008660891719355579
20150411,0.0135396725158905,0.02448370329558225,0.05192839459319387,0.06331361169403893,0.0003913110741033954,0.002462155754149098,0.006068472997697416,0.008660891719355579
20150412,0.0135396725158905,0.02448370329558225,0.05192839459319387,0.06331361169403893,0.0003913110741033954,0.002462155754149098,0.006068472997697416,0.008660891719355579
20150413,0.01379073867759728,0.02714773731748732,0.05590865797180733,0.06809868389970575,-0.00040957495221627394,0.0012330231402659653,0.004984889767364109,0.007593072768954379
20150414,0.013638882028772725,0.031347178169945034,0.06059101599250649,0.07378517420252728,-0.0005280023304929937,0.0006699083547141438,0.004524431472475943,0.007172630480526188
20150415,0.01169868605034341,0.033063001874724884,0.06266728858444504,0.07704098389996306,-0.00019115063580343872,0.00088160319655195,0.0048593206099538655,0.007527331724292097
20150416,0.013377180447254222,0.040194407337661886,0.07054035465663255,0.08623818468545474,0.00039141793422348137,0.0012162180628880748,0.005252650907951795,0.007969054708002021
20150417,0.009751295131082749,0.03926037928970505,0.07033172227536877,0.08709144363797883,0.001101311561951146,0.0018079723840187523,0.0059133265910689126,0.00869158514245627
20150418,0.009751295131082749,0.03926037928970505,0.07033172227536877,0.08709144363797883,0.001101311561951146,0.0018079723840187523,0.0059133265910689126,0.00869158514245627
20150419,0.009751295131082749,0.03926037928970505,0.07033172227536877,0.08709144363797883,0.001101311561951146,0.0018079723840187523,0.0059133265910689126,0.00869158514245627
20150420,0.006730578181142199,0.03804559718150191,0.06992684686627659,0.08770337566628772,0.0009462631703456292,0.001780274918157465,0.005929874773114907,0.008775934933753504
20150421,0.0027200292853883923,0.034530426122497904,0.06698487307962564,0.0857549182483548,0.00014553525136662415,0.001083433482646834,0.0052538390508958255,0.008174137085275923
20150422,6.154313885908813e-05,0.03158148424660867,0.06470266232590371,0.08430110134246416,4.546901286772709e-05,0.0010559469841791014,0.005233209168399533,0.00821345117368577
20150423,0.010672112752041052,0.042004029395189324,0.07724326145781157,0.09824883508188198,-0.0008457774786736483,6.826606471221908e-06,0.004150256182541057,0.0071642365710671285
20150424,0.002823058804165335,0.032015539551692784,0.06866664793252131,0.09044926021909894,-0.0014557365116913967,-0.0010740160920377217,0.0029784728986383957,0.006036985800135453
20150425,0.002823058804165335,0.032015539551692784,0.06866664793252131,0.09044926021909894,-0.0014557365116913967,-0.0010740160920377217,0.0029784728986383957,0.006036985800135453
20150426,0.002823058804165335,0.032015539551692784,0.06866664793252131,0.09044926021909894,-0.0014557365116913967,-0.0010740160920377217,0.0029784728986383957,0.006036985800135453
20150427,0.0007672264418732144,0.027804781856070937,0.06582600805860528,0.08842388845848781,-0.0015294556776490609,-0.0017680106126145567,0.002198424779529251,0.005298421472948123
20150428,-0.004077067514717259,0.020510730826558632,0.059235171643368334,0.08255858159393337,-0.0019314516863759845,-0.0027718482174148296,0.0009875862615100761,0.0041139187329191085
20150429,-0.006298124195240895,0.015361427758974866,0.05507236931154735,0.0790778303252937,-0.002006292462723991,-0.0036350227729510243,-0.0001096421098796263,0.0030361009589496835
20150430,-0.009218626765505111,0.005697523422719897,0.04596173045178298,0.07041250144847333,-0.0006022667129013115,-0.002724932104344213,0.0006121348889478462,0.003784891671748891
20150501,-0.009218626765505111,0.005697523422719897,0.04596173045178298,0.07041250144847333,-0.0006022667129013115,-0.002724932104344213,0.0006121348889478462,0.003784891671748891
20150502,-0.009218626765505111,0.005697523422719897,0.04596173045178298,0.07041250144847333,-0.0006022667129013115,-0.002724932104344213,0.0006121348889478462,0.003784891671748891
20150503,-0.009218626765505111,0.005697523422719897,0.04596173045178298,0.07041250144847333,-0.0006022667129013115,-0.002724932104344213,0.0006121348889478462,0.003784891671748891
20150504,-0.004304549523775791,0.006025357803234321,0.04690318682821948,0.07207874451747287,-0.0011688110087386683,-0.0037319635046302313,-0.0006258365424586243,0.002533791847185718
20150505,-0.004304549523775791,0.006025357803234321,0.04690318682821948,0.07207874451747287,-0.0011688110087386683,-0.0037319635046302313,-0.0006258365424586243,0.002533791847185718
20150506,-0.012331138019698984,-0.008380691003604168,0.03212979562950369,0.05744668096475447,-0.0022849830911251257,-0.0054415539747944,-0.0026693548018693614,0.0004697148487173841
20150507,-0.013456794986892895,-0.015798749840873816,0.024313111110853436,0.05003963063973926,-0.0020856583545253438,-0.005712436797480791,-0.003277789833141087,-0.00017299234365675265
20150508,-0.010711057572577176,-0.01898436804890491,0.02054546004323643,0.04675105643083133,-0.00013725579905754515,-0.0038425949139176963,-0.001639265627272346,0.001449583073024563
20150509,-0.010711057572577176,-0.01898436804890491,0.02054546004323643,0.04675105643083133,-0.00013725579905754515,-0.0038425949139176963,-0.001639265627272346,0.001449583073024563
20150510,-0.010711057572577176,-0.01898436804890491,0.02054546004323643,0.04675105643083133,-0.00013725579905754515,-0.0038425949139176963,-0.001639265627272346,0.001449583073024563
20150511,-0.002265360471698896,-0.014298349350045703,0.02509181967619223,0.052131115148273954,0.002077175772993156,-0.0014680270992332156,0.00050477480419997,0.003592441210432673
20150512,0.0008209921153432553,-0.014793554398185527,0.023452266860279458,0.051226390626185614,-0.0004943063234593703,-0.004049838553733309,-0.0024461493133195455,0.0006243019559553087
20150513,0.008199439373240747,-0.006978130702166685,0.030528145328873046,0.05919694168365752,0.0004392507114945321,-0.0025910281090056886,-0.0012576586233358222,0.0018216674958544399
20150514,0.008321204855830544,-0.004281343770621282,0.03203746395175777,0.06150510449114188,0.0008870761239345715,-0.0013390606500945923,-0.0002359837095116113,0.00287612722768138
20150515,-0.0002505797364859008,-0.010463287730423376,0.024068074720680288,0.05396797547760657,1.8286884646334656e-05,-0.0018093745222726998,-0.0009804160374140558,0.0021540616011221925
20150516,-0.0002505797364859008,-0.010463287730423376,0.024068074720680288,0.05396797547760657,1.8286884646334656e-05,-0.0018093745222726998,-0.0009804160374140558,0.0021540616011221925
20150517,-0.0002505797364859008,-0.010463287730423376,0.024068074720680288,0.05396797547760657,1.8286884646334656e-05,-0.0018093745222726998,-0.0009804160374140558,0.0021540616011221925
20150518,0.00162250917203699,-0.006460744344174207,0.026285075440478423,0.056933269885873106,0.000274373513810211,-0.0015678953458384548,-0.0010572152083718755,0.0021184798713869135
20150519,0.0027128993196143814,-0.002578329258462353,0.028420436211682665,0.05977960247190728,-0.0007864223270784843,-0.0021528549870668545,-0.0020070371884126637,0.001181192844430079
20150520,0.009127493229095451,0.0063810998301105926,0.03605029743488686,0.06834169448202032,0.0003017225615331576,-0.0006439797032212757,-0.0008326014457127329,0.0023909535449522235
20150521,0.0010025186955426868,-0.0009717885574828111,0.026733440860050806,0.05935192016449742,0.0008502701664883094,0.00017130914448215684,-0.0003097301694688914,0.002964672072758523
20150522,0.008219492441255083,0.009936349979226655,0.03669747526295608,0.07023608859013608,0.0003748091672837184,5.25477670625385e-05,-0.0007282456584916108,0.002584030622041711
20150523,0.008219492441255083,0.009936349979226655,0.03669747526295608,0.07023608859013608,0.0003748091672837184,5.25477670625385e-05,-0.0007282456584916108,0.002584030622041711
20150524,0.008219492441255083,0.009936349979226655,0.03669747526295608,0.07023608859013608,0.0003748091672837184,5.25477670625385e-05,-0.0007282456584916108,0.002584030622041711
20150525,0.008219492441255083,0.009936349979226655,0.03669747526295608,0.07023608859013608,0.0003748091672837184,5.25477670625385e-05,-0.0007282456584916108,0.002584030622041711
20150526,0.004188189210351689,0.009423165418997792,0.034189030597527204,0.06821736310524318,0.0015442815892394712,0.0017708416639057312,0.0007890593909862798,0.004162442128922583
20150527,-0.01144057086228778,-0.0063063594035480675,0.015825754786507495,0.049729973830184626,0.0017347637525679804,0.0027922620978981794,0.0017126609851869645,0.005137225531758993
20150528,-0.0071820169306934245,-0.0036122004274697916,0.01652810207617339,0.05085093534142837,0.001605854068011503,0.0032948101028658083,0.0021765939689859515,0.005654660342486073
20150529,-0.004592936012334126,-0.0009915211808787516,0.017484858515421475,0.05214460843876423,0.0023975131498581437,0.004797368300817784,0.003760144898320883,0.00730485338764586
20150530,-0.004592936012334126,-0.0009915211808787516,0.017484858515421475,0.05214460843876423,0.0023975131498581437,0.004797368300817784,0.003760144898320883,0.00730485338764586
20150531,-0.004592936012334126,-0.0009915211808787516,0.017484858515421475,0.05214460843876423,0.0023975131498581437,0.004797368300817784,0.003760144898320883,0.00730485338764586
20150601,-0.0063530665563859,-0.005917999121992978,0.01066100663540781,0.04536875927475892,0.0015390780103090584,0.004686557892236598,0.003786351791481346,0.00739304511780392
20150602,-0.011508292484751825,-0.016009592870628975,-0.001388851050975748,0.03310384889733098,0.0016287385920055186,0.005388619965293717,0.004620939946033298,0.008289443553927134
20150603,-0.014714648022623233,-0.02173824712809136,-0.009224074631814072,0.025085147366111782,-0.0003456493660063398,0.0035086277544553734,0.002834825773798011,0.00657156595608277
20150604,-0.006473412671591516,-0.016399151465883777,-0.00520310702387039,0.029537090601793103,-0.0013734639488452993,0.0022159387844058465,0.0017092041556165949,0.005503833756210996
20150605,-0.004297455893792268,-0.01812437327962224,-0.008148599153711578,0.026794039184650176,-0.0006641314434396861,0.00237258748916358,0.002084540192398121,0.005865142919934563
20150606,-0.004297455893792268,-0.01812437327962224,-0.008148599153711578,0.026794039184650176,-0.0006641314434396861,0.00237258748916358,0.002084540192398121,0.005865142919934563
20150607,-0.004297455893792268,-0.01812437327962224,-0.008148599153711578,0.026794039184650176,-0.0006641314434396861,0.00237258748916358,0.002084540192398121,0.005865142919934563
20150608,-0.002126048564637051,-0.019032611309511727,-0.010211722066260531,0.024949532099008742,-0.005640142506993184,-0.004088411907499645,-0.004435173035607587,-0.0007584578735404524
20150609,-0.0012764451081703765,-0.018806405824266736,-0.011505435463947444,0.023872203405049808,-0.003769520732364029,-0.003742241694048909,-0.004258774123803932,-0.0006634014143153122
20150610,-0.0062878361486832235,-0.02379384623376324,-0.01810600867974299,0.01700095037075222,-0.0028793418647166114,-0.004287810432683226,-0.004846452966599357,-0.0013289979416553077
20150611,-0.002154213289858986,-0.01993428447849832,-0.016117645927611335,0.019055680412428444,-0.00214199406832416,-0.004829330192899328,-0.005497391950893715,-0.0020723408296915435
20150612,-0.0027669912875899483,-0.02045939025062793,-0.018416047800062785,0.016302415925658176,0.0001558232048251007,-0.003720696660503564,-0.004518281821271231,-0.001179700006064377
20150613,-0.0027669912875899483,-0.02045939025062793,-0.018416047800062785,0.016302415925658176,0.0001558232048251007,-0.003720696660503564,-0.004518281821271231,-0.001179700006064377
20150614,-0.0027669912875899483,-0.02045939025062793,-0.018416047800062785,0.016302415925658176,0.0001558232048251007,-0.003720696660503564,-0.004518281821271231,-0.001179700006064377
20150615,-0.005342678472652795,-0.023665504667077397,-0.023235441617961095,0.01084789376585138,-3.6667308344617844e-05,-0.0038650056046005687,-0.004758686179890281,-0.0015221025228153717
20150616,-0.008556247007418305,-0.02819255563739065,-0.02966887058551304,0.003584417260658501,0.00019252101687761147,-0.003605195682898077,-0.004571126175856088,-0.001455257690441969
20150617,-0.003953134621255461,-0.023239628812644852,-0.026713652955607126,0.006052131427259688,-0.0003117292722955023,-0.004091959482294016,-0.005095348640923536,-0.002119814719270363
20150618,0.0009264942936815235,-0.017567193164093275,-0.023397117703891523,0.00905767698577531,-0.00043090802405754136,-0.004010450924504805,-0.005107162194224246,-0.002282099531568993
