date,open,high,low,close,volume,per,pbr,roe,open_lastclose_ratio,high_close_ratio,low_close_ratio,diffratio,volume_lastvolume_ratio,close_ma5_ratio,volume_ma5_ratio,close_ma10_ratio,volume_ma10_ratio,close_ma20_ratio,volume_ma20_ratio,close_ma60_ratio,volume_ma60_ratio,close_ma120_ratio,volume_ma120_ratio,ind,ind_diff,ind_ma5,ind_ma10,ind_ma20,ind_ma60,ind_ma120,inst,inst_diff,inst_ma5,inst_ma10,inst_ma20,inst_ma60,inst_ma120,foreign,foreign_diff,foreign_ma5,foreign_ma10,foreign_ma20,foreign_ma60,foreign_ma120
20150102,24880,27740,24860,27440,5814505,50.89,6.83,14.81,-0.798705501618123,0.010932944606413919,-0.0940233236151603,-0.7779935275080906,27.23452431823479,-0.7358693978130294,3.174137441388398,-0.7624324698711733,5.3052761707503535,-0.7777543797127977,7.16786554169499,-0.7995870987846682,6.844258714478942,-0.8083279101525437,7.664654394908515,-0.1322717926977447,-0.06681941914479621,-0.026182822419717366,-0.04590915126975135,-0.01807563919303917,-0.04120764888690663,,0.11635298275605577,-0.12809674919950323,0.10729736329619462,0.09664429087227984,0.0332636139660576,0.026333801987762823,,0.01253417100853813,0.2429164256896041,-0.09025567398666957,-0.062312673337425274,-0.021559595429889652,0.017548171128341748,
20150105,28100,29160,27920,28900,6872685,50.89,6.83,14.81,0.02405247813411071,0.008996539792387459,-0.03391003460207609,0.053206997084548124,0.18198969645739416,-0.6600319969885187,1.550759773776988,-0.7268017847689632,3.3690146190382197,-0.7549019607843137,5.608140962443453,-0.7855855098341317,7.090669804667234,-0.797123458682332,8.462672688697705,-0.16712609409568457,-0.03485430139793988,-0.09115898665721148,-0.05788837603856338,-0.02377411190304408,-0.04412683733968448,,0.1195668068593279,0.003213824103272131,0.14197012143756185,0.09882305940385057,0.038767376066611105,0.02801361283468405,,0.04093742110979916,0.028403250101261025,-0.06407352653924195,-0.05319117024574062,-0.021733291800693076,0.01872229540460098,
20150106,28860,29860,28500,29060,5229540,50.89,6.83,14.81,-0.0013840830449827202,0.027529249827942248,-0.019270474879559574,0.005536332179930881,-0.23908341499719543,-0.5624811803673593,0.4213102665460231,-0.6981406460995118,1.55661531068175,-0.7413900507252825,3.080268993742907,-0.7810950270555297,4.642981910332144,-0.7949887711789674,5.827048757411891,-0.028896423012349078,0.1382296710833355,-0.08072576538903584,-0.049526632530485656,-0.02683159244881033,-0.04582700924998496,,0.0935483809283417,-0.026018425930986203,0.15318901823141265,0.0993352462454969,0.0479906275960021,0.03056501809527462,,-0.06520649999808778,-0.10614392110788694,-0.0876704933949195,-0.06035147022971157,-0.027859265051628602,0.01798744782697948,
20150107,28800,29860,28560,29640,4295315,50.89,6.83,14.81,-0.008947006194081175,0.007422402159244168,-0.036437246963562764,0.019958706125258185,-0.17864381953288433,-0.37898089171974525,-0.04199334453892167,-0.6561644471254234,0.7755474165158112,-0.7228922421046726,1.917326285535582,-0.7736119986659097,3.3698062125439954,-0.789781518882901,4.392766200595228,-0.2521782453673363,-0.22328182235498722,-0.12918498574521262,-0.05193509407498479,-0.041500932871033513,-0.050868474403311964,,0.25614768649097913,0.16259930556263744,0.1660131177980527,0.1101033831986576,0.06717630860559723,0.035594307381195935,,-0.005039211326759504,0.06016728867132828,-0.04943127477751518,-0.0670967896188622,-0.03191082121352892,0.017941235874321854,
20150108,29980,30300,29300,29460,3656030,50.89,6.83,14.81,0.011470985155195734,0.02851323828920571,-0.005431093007467802,-0.006072874493927127,-0.1488330890749573,0.01937716262975786,-0.29333164528091094,-0.6132335565183142,0.3330652639843179,-0.7103102414081321,1.2358148921906977,-0.772116649047263,2.5694556492998246,-0.7899615000712962,3.436235283401639,-0.16585066315101354,0.08632758221632275,-0.14926464366482564,-0.06700043958247663,-0.050347599015485134,-0.054965355558098096,,0.03139197435469621,-0.22475571213628293,0.12340156627788015,0.11031599192131417,0.07024140177949421,0.03711052969036575,,0.13365043503472346,0.13868964636148295,0.0233752631656427,-0.05023686242974683,-0.02601153427423522,0.02055771770742355,
20150109,29840,30020,29420,29900,3287035,50.89,6.83,14.81,0.012898845892735933,0.004013377926421313,-0.016053511705685586,0.014935505770536261,-0.1009277823212611,0.01728361458900385,-0.2958547989651511,-0.5513205282112845,0.08463232922922992,-0.6900751490023322,0.8431143422431198,-0.7654104663022727,2.1627364528051283,-0.7856989273000932,2.8671499317300007,-0.22144424990911263,-0.055593586758099084,-0.16709913510709923,-0.0966409787634083,-0.06157105317871685,-0.060371600768154315,,0.1252101057640092,0.093818131409313,0.1251729908794708,0.11623517708783271,0.07704557210068301,0.03803304807383215,,0.09023329535584501,-0.04341713967887845,0.03891508803510408,-0.025670292975782754,-0.02089645085650319,0.024748139552870866,
20150112,29600,29720,28280,29080,4987730,50.89,6.83,14.81,-0.010033444816053505,0.022008253094910613,-0.02751031636863821,-0.027424749163879603,0.5173948558503332,-0.011825472339268672,0.162334862844985,-0.4917683246530812,0.4280242132493406,-0.6822864884353592,1.500108082395251,-0.7685137275817326,3.513446100989208,-0.7904066097356178,4.624049117926193,0.08548177226914849,0.30692602217826115,-0.11657756183413259,-0.10386827424567205,-0.06263157234289755,-0.05874924388991207,-0.004833323660182134,0.0259977985977589,-0.0992123071662503,0.10645918922715703,0.12421465533235942,0.08124213282043978,0.03744708881412918,0.0264564826115844,-0.12426695109799447,-0.21450024645383947,0.00587421359354535,-0.02909965647284831,-0.0246584996027217,0.023498923171633837,-0.021072907499909532
20150113,29080,29460,28340,28520,3019265,50.89,6.83,14.81,0.0,0.03295932678821889,-0.006311360448807868,-0.019257221458046758,-0.3946614993193296,-0.027285129604365577,-0.2155868617784793,-0.40421976185502406,-0.19790576939920712,-0.6712581407411676,0.4288644035595619,-0.7695322495925871,1.6452550357503006,-0.7933146118307818,2.321215097233266,0.03217504922555655,-0.05330672304359194,-0.10436326738655148,-0.09254451638779367,-0.06413292914177068,-0.05690395359335562,-0.004938700736513795,0.01252291534529099,-0.013474883252467911,0.09025409611054688,0.12172155717097974,0.08381841962489349,0.035704930114980916,0.026700483487536793,-0.05221303860376615,0.07205391249422832,0.008472905872409675,-0.03959879376125492,-0.02662153488672424,0.023355353191145605,-0.021280643142945657
20150114,28500,29100,28120,28880,2345760,50.89,6.83,14.81,-0.0007012622720897754,0.0076177285318559385,-0.02631578947368418,0.012622720897615736,-0.22306919068051334,-0.009873834339001686,-0.3218708335308762,-0.2488555971702039,-0.4093337980920033,-0.6484864713543251,0.06779889814730455,-0.7629185319775397,1.0154672147266854,-0.7895028389419748,1.5340108190791142,-0.10046424186617557,-0.13263929109173211,-0.07402046668631933,-0.10160272621576598,-0.0696188224593501,-0.05631295930919266,-0.004170355213275833,0.18052784598594912,0.16800493064065813,0.07513012800954089,0.12057162290379679,0.09641425885456503,0.03657358529011883,0.02769110413985971,-0.09259046108723826,-0.040377422483472106,-0.009037344079686076,-0.029234309428600634,-0.03474279471096862,0.02170828389151867,-0.023023249233804558
20150115,29100,30900,28920,30880,6105915,50.89,6.83,14.81,0.0076177285318559385,0.0006476683937823857,-0.06347150259067358,0.06925207756232687,1.6029581031307552,0.04848567160124939,0.5461375018010246,0.05840416780915825,0.33861192823747555,-0.6008169807906099,1.4657251955838757,-0.7423144964785207,3.8677873620005396,-0.7736493544095495,5.269207158084479,-0.1345261111561494,-0.03406186928997383,-0.0677555562873465,-0.10851009997608607,-0.07116697329078556,-0.05662895026467996,-0.0041601044243929795,0.12938601339848327,-0.05114183258746585,0.0947289358182983,0.10906525104808922,0.10025756040828548,0.03504835426347916,0.027432342331936605,-0.0011095798090867625,0.09148088127815149,-0.035989347048448125,-0.006307041941402719,-0.037176092740255726,0.02330806742564461,-0.02280990274090687
20150116,30960,31380,30140,30700,4141650,50.89,6.83,14.81,0.002590673575129543,0.022149837133550454,-0.018241042345276903,-0.0058290155440414715,-0.32169871346063617,0.036741861407537435,0.005239239002112539,0.04060741644634258,-0.05745042918418308,-0.5765692454105347,0.5581073715861204,-0.7394241868676581,2.165236358320922,-0.7736093938582023,3.1252136020543144,-0.0642461337872587,0.0702799773688907,-0.03631593306297572,-0.10170753408503748,-0.07380834267739442,-0.05537138567491182,-0.0033027347941092266,0.07282846208636655,-0.05655755131211672,0.08425260708276977,0.10471279898112029,0.10067854492670006,0.034554297274026834,0.026979688490479718,-0.020926442359929014,-0.01981686255084225,-0.058221294591602926,-0.009653103278249432,-0.03598288830783735,0.02048297441933577,-0.023333860918171676
20150119,31520,31540,30400,30440,2481915,50.89,6.83,14.81,0.026710097719869763,0.03613666228646517,-0.0013140604467805073,-0.00846905537459286,-0.4007424577161276,0.01860527372507037,-0.31417991263093403,0.02643647154032913,-0.37246390058395473,-0.5505020673360899,-0.10206768478023154,-0.7369588386093269,0.8544594259285148,-0.7741309160163738,1.4369131543151599,0.012464165775217927,0.07671029956247663,-0.05091945436176183,-0.08374850809794723,-0.0708184420682553,-0.05365046183029606,-0.0028162886007169576,0.06186352070880751,-0.010964941377559038,0.09142575150497949,0.09894247036606826,0.09888276488495942,0.03373879572727213,0.02642345469081831,-0.0820757358733075,-0.06114929351337849,-0.04978305154666553,-0.021954418976560097,-0.03757279461115036,0.0195926208309703,-0.023280770520925156
